betai,K,K_M
5.76775417760229,95728184.4117174,178189560.573044
5.7831759802162,95744408.0451709,178139150.492092
5.79859778283011,95760500.0741996,178088419.51344
5.81401958544402,95776460.5546518,178037367.234751
5.82944138805793,95792289.5419301,177985993.24856
5.84486319067184,95807987.0909932,177934297.142204
5.86028499328575,95823553.2563528,177882278.497748
5.87570679589966,95838988.0920773,177829936.891913
5.89112859851357,95854291.6517889,177777271.896005
5.90655040112748,95869463.9886651,177724283.075833
5.92197220374139,95884505.1554378,177670969.991636
5.9373940063553,95899415.2043949,177617332.198005
5.95281580896921,95914194.1873786,177563369.243804
5.96823761158312,95928842.1557849,177509080.67208
5.98365941419703,95943359.1605665,177454466.019995
5.99908121681094,95957745.2522296,177399524.818728
6.01450301942485,95972000.4808361,177344256.593397
6.02992482203876,95986124.8960032,177288660.862969
6.04534662465267,96000118.5469001,177232737.140168
6.06076842726658,96013981.482254,177176484.93139
6.07619022988049,96027713.7503452,177119903.736605
6.0916120324944,96041315.3990083,177062993.049266
6.10703383510831,96054786.4756344,177005752.356213
6.12245563772222,96068127.0271674,176948181.137573
6.13787744033613,96081337.1001061,176890278.866658
6.15329924295004,96094416.7405042,176832045.009872
6.16872104556395,96107365.9939698,176773479.026598
6.18414284817786,96120184.9056653,176714580.369097
6.19956465079177,96132873.520307,176655348.482399
6.21498645340568,96145431.8821657,176595782.804193
6.23040825601959,96157860.0350674,176535882.764718
6.2458300586335,96170158.0223908,176475647.786646
6.26125186124741,96182325.88707,176415077.284964
6.27667366386132,96194363.6715915,176354170.666859
6.29209546647523,96206271.417997,176292927.331597
6.30751726908914,96218049.167882,176231346.670396
6.32293907170305,96229696.9623951,176169428.066304
6.33836087431696,96241214.8422402,176107170.894072
6.35378267693087,96252602.847673,176044574.520015
6.36920447954478,96263861.0185038,175981638.301888
6.38462628215869,96274989.3940956,175918361.588746
6.4000480847726,96285988.0133658,175854743.720801
6.41546988738651,96296856.9147852,175790784.029292
6.43089169000042,96307596.1363771,96307596.1363771
6.44631349261433,96318205.7157179,96318205.7157179
